id_date,date,jour,mois,annee
1684,2025-02-12,12,2,2025
1685,2025-02-13,13,2,2025
1686,2025-02-14,14,2,2025
1687,2025-02-15,15,2,2025
1688,2025-02-16,16,2,2025
1689,2025-02-17,17,2,2025
1690,2025-02-18,18,2,2025
1691,2025-02-19,19,2,2025
1692,2025-02-20,20,2,2025
1693,2025-02-21,21,2,2025
1694,2025-02-22,22,2,2025
1695,2025-02-23,23,2,2025
1696,2025-02-24,24,2,2025
1697,2025-02-25,25,2,2025
1698,2025-02-26,26,2,2025
1699,2025-02-27,27,2,2025
1700,2025-02-28,28,2,2025
1701,2025-03-01,1,3,2025
1702,2025-03-02,2,3,2025
1703,2025-03-03,3,3,2025
1704,2025-03-04,4,3,2025
1705,2025-03-05,5,3,2025
1706,2025-03-06,6,3,2025
1707,2025-03-07,7,3,2025
1708,2025-03-08,8,3,2025
1709,2025-03-09,9,3,2025
1710,2025-03-10,10,3,2025
1711,2025-03-11,11,3,2025
1712,2025-03-12,12,3,2025
1713,2025-03-13,13,3,2025
1714,2025-03-14,14,3,2025
1715,2025-03-15,15,3,2025
1716,2025-03-16,16,3,2025
1717,2025-03-17,17,3,2025
1718,2025-03-18,18,3,2025
1719,2025-03-19,19,3,2025
1720,2025-03-20,20,3,2025
1721,2025-03-21,21,3,2025
1722,2025-03-22,22,3,2025
1723,2025-03-23,23,3,2025
1724,2025-03-24,24,3,2025
1725,2025-03-25,25,3,2025
1726,2025-03-26,26,3,2025
1727,2025-03-27,27,3,2025
1728,2025-03-28,28,3,2025
1729,2025-03-29,29,3,2025
1730,2025-03-30,30,3,2025
1731,2025-03-31,31,3,2025
1732,2025-04-01,1,4,2025
1733,2025-04-02,2,4,2025
1734,2025-04-03,3,4,2025
1735,2025-04-04,4,4,2025
1736,2025-04-05,5,4,2025
1737,2025-04-06,6,4,2025
1738,2025-04-07,7,4,2025
1739,2025-04-08,8,4,2025
1740,2025-04-09,9,4,2025
1741,2025-04-10,10,4,2025
1742,2025-04-11,11,4,2025
1743,2025-04-12,12,4,2025
1744,2025-04-13,13,4,2025
1745,2025-04-14,14,4,2025
1746,2025-04-15,15,4,2025
1747,2025-04-16,16,4,2025
1748,2025-04-17,17,4,2025
1749,2025-04-18,18,4,2025
1750,2025-04-19,19,4,2025
1751,2025-04-20,20,4,2025
1752,2025-04-21,21,4,2025
1753,2025-04-22,22,4,2025
1754,2025-04-23,23,4,2025
1755,2025-04-24,24,4,2025
1756,2025-04-25,25,4,2025
1757,2025-04-26,26,4,2025
1758,2025-04-27,27,4,2025
1759,2025-04-28,28,4,2025
1760,2025-04-29,29,4,2025
1761,2025-04-30,30,4,2025
1762,2025-05-01,1,5,2025
1763,2025-05-02,2,5,2025
1764,2025-05-03,3,5,2025
1765,2025-05-04,4,5,2025
1766,2025-05-05,5,5,2025
1767,2025-05-06,6,5,2025
1768,2025-05-07,7,5,2025
1769,2025-05-08,8,5,2025
1770,2025-05-09,9,5,2025
1771,2025-05-10,10,5,2025
1772,2025-05-11,11,5,2025
1773,2025-05-12,12,5,2025
1774,2025-05-13,13,5,2025
1775,2025-05-14,14,5,2025
1776,2025-05-15,15,5,2025
1777,2025-05-16,16,5,2025
1778,2025-05-17,17,5,2025
1779,2025-05-18,18,5,2025
1780,2025-05-19,19,5,2025
1781,2025-05-20,20,5,2025
1782,2025-05-21,21,5,2025
1783,2025-05-22,22,5,2025
1784,2025-05-23,23,5,2025
1785,2025-05-24,24,5,2025
1786,2025-05-25,25,5,2025
1787,2025-05-26,26,5,2025
1788,2025-05-27,27,5,2025
1789,2025-05-28,28,5,2025
1790,2025-05-29,29,5,2025
1791,2025-05-30,30,5,2025
1792,2025-05-31,31,5,2025
1793,2025-06-01,1,6,2025
1794,2025-06-02,2,6,2025
1795,2025-06-03,3,6,2025
1796,2025-06-04,4,6,2025
1797,2025-06-05,5,6,2025
1798,2025-06-06,6,6,2025
1799,2025-06-07,7,6,2025
1800,2025-06-08,8,6,2025
1801,2025-06-09,9,6,2025
1802,2025-06-10,10,6,2025
1803,2025-06-11,11,6,2025
1804,2025-06-12,12,6,2025
1805,2025-06-13,13,6,2025
1806,2025-06-14,14,6,2025
1807,2025-06-15,15,6,2025
1808,2025-06-16,16,6,2025
1809,2025-06-17,17,6,2025
1810,2025-06-18,18,6,2025
1811,2025-06-19,19,6,2025
1812,2025-06-20,20,6,2025
1813,2025-06-21,21,6,2025
1814,2025-06-22,22,6,2025
1815,2025-06-23,23,6,2025
1816,2025-06-24,24,6,2025
1817,2025-06-25,25,6,2025
1818,2025-06-26,26,6,2025
1819,2025-06-27,27,6,2025
1820,2025-06-28,28,6,2025
1821,2025-06-29,29,6,2025
1822,2025-06-30,30,6,2025
1823,2025-07-01,1,7,2025
1824,2025-07-02,2,7,2025
1825,2025-07-03,3,7,2025
1826,2025-07-04,4,7,2025
1827,2025-07-05,5,7,2025
1828,2025-07-06,6,7,2025
1829,2025-07-07,7,7,2025
1830,2025-07-08,8,7,2025
1831,2025-07-09,9,7,2025
1832,2025-07-10,10,7,2025
